movieId,movieTitle,movieDescription,movieKeywords,movieCast,movieDirector,movieProduction,movieRuntime,movieGenre,movieTagline,movieRating,movieCover 
523,Driven,"Talented rookie race-car driver Jimmy Bly has started losing his focus and begins to slip in the race rankings. It's no wonder, with the immense pressure being shoveled on him by his overly ambitious promoter brother as well as Bly's romance with his arch rival's girlfriend Sophia. With much riding on Bly, car owner Carl Henry brings former racing star Joe Tanto on board to help Bly. To drive Bly back to the top of the rankings, Tanto must first deal with the emotional scars left over from a tragic racing accident which nearly took his life.",competition running career idol racing car,Kip Pardue Robert Sean Leonard Til Schweiger Estella Warren Sylvester Stallone,Renny Harlin,Epsilon Motion Pictures Franchise Pictures Trackform Film Productions Mel's Cite du Cinema ,116,Action,Get ready for the race of your life.,default_video.mp4,https://image.tmdb.org/t/p/w500//2aN2BBAbRyfEpfxZAQY82T8zWRq.jpg,0,1,5.0
524,Coraline,"When Coraline moves to an old house, she feels bored and neglected by her parents. She finds a hidden door with a bricked up passage. During the night, she crosses the passage and finds a parallel world where everybody has buttons instead of eyes, with caring parents and all her dreams coming true. When the Other Mother invites Coraline to stay in her world forever, the girl refuses and finds that the alternate reality where she is trapped is only a trick to lure her.",dream eye stuffed animal parallel world button,Dakota Fanning Teri Hatcher Jennifer Saunders Dawn French Keith David,Henry Selick,Focus Features Laika Entertainment ,100,Animation Family,Be careful what you wish for.,default_video.mp4,https://image.tmdb.org/t/p/w500//gPMh5rsVrDDAYMDbTcz6Up1DQ4z.jpg,0,1,5.0
525,The Happening,"When a deadly airborne virus threatens to wipe out the northeastern United States, teacher Elliott Moore (Mark Wahlberg) and his wife (Zooey Deschanel) flee from contaminated cities into the countryside in a fight to discover the truth. Is it terrorism, the accidental release of some toxic military bio weapon -- or something even more sinister? John Leguizamo and Betty Buckley co-star in this thriller from writer-director M. Night Shyamalan.",tree natural disaster crisis park strange behavior,Mark Wahlberg Zooey Deschanel John Leguizamo Spencer Breslin Betty Buckley,M. Night Shyamalan,Spyglass Entertainment Twentieth Century Fox Film Corporation Dune Entertainment UTV Motion Pictures Blinding Edge Pictures ,91,Thriller Science Fiction,We've Sensed It. We've Seen The Signs. Now... It's Happening.,default_video.mp4,https://image.tmdb.org/t/p/w500//v1Cw6WaCjNqInpAzUwbXB4LGgoX.jpg,0,1,5.0
526,Man on Fire,"Jaded ex-CIA operative John Creasy reluctantly accepts a job as the bodyguard for a 10-year-old girl in Mexico City. They clash at first, but eventually bond, and when she's kidnapped he's consumed by fury and will stop at nothing to save her life.",mexico cia kidnapping diary bible,Denzel Washington Dakota Fanning Marc Anthony Radha Mitchell Christopher Walken,Tony Scott,Regency Enterprises Fox 2000 Pictures Epsilon Motion Pictures Scott Free Productions New Regency Pictures ,146,Action Drama Thriller Crime,"Creasy's art is death, and he is about to paint his masterpiece.",default_video.mp4,https://image.tmdb.org/t/p/w500//v8H6dPqXhHWW137ubxqD4HdHTib.jpg,0,1,5.0
527,The Shaggy Dog,The tale of a workaholic dad-turned-dog who finds that being man's best friend shows him the most important job - being a great dad.,father son relationship parents kids relationship workaholic wife husband relationship transformation,Tim Allen Kristin Davis Danny Glover Spencer Breslin Robert Downey Jr.,Brian Robbins,Walt Disney Pictures Mandeville Films Boxing Cat Films ,98,Comedy Family,It's going to be a ruff day.,default_video.mp4,https://image.tmdb.org/t/p/w500//upqS0EMQnSMJzoZLpd39N1OZy8E.jpg,0,1,5.0
528,Starsky & Hutch,"Join uptight David Starsky and laid-back Ken ""Hutch"" Hutchinson as they're paired for the first time as undercover cops. The new partners must overcome their differences to solve an important case with help from street informant Huggy Bear and persuasive criminal Reese Feldman.",informant jumping from a rooftop surveillance footage,Ben Stiller Owen Wilson Snoop Dogg Fred Williamson Vince Vaughn,Todd Phillips,Weed Road Pictures Warner Bros. Dimension Films Red Hour Films AR-TL ,101,Comedy Crime,They're the man.,default_video.mp4,https://image.tmdb.org/t/p/w500//i011DoAZF2krWvxhb7XAxl2lEcK.jpg,0,1,5.0
529,Jingle All the Way,"Meet Howard Langston, a salesman for a mattress company is constantly busy at his job, and he also constantly disappoints his son, after he misses his son's karate exposition, his son tells Howard that he wants for Christmas is an action figure of his son's television hero, he tries hard to to make it up to him. Unfortunately for Howard, it is Christmas Eve, and every store is sold out of Turbo Man, now Howard must travel all over town and compete with everybody else to find a Turbo Man action figure.",holiday christmas party santa claus toy puppet,Arnold Schwarzenegger Phil Hartman Sinbad Rita Wilson Jake Lloyd,Brian Levant,Twentieth Century Fox Film Corporation 1492 Pictures ,89,Family Comedy,"Two Dads, One Toy, No Prisoners.",default_video.mp4,https://image.tmdb.org/t/p/w500//bdxrZBGtWaLYkjMmwaSIiTwpSnS.jpg,0,1,5.0
530,Hellboy,"In the final days of World War II, the Nazis attempt to use black magic to aid their dying cause. The Allies raid the camp where the ceremony is taking place, but not before a demon - Hellboy - has already been conjured. Joining the Allied forces, Hellboy eventually grows to adulthood, serving the cause of good rather than evil.",black magic fistfight cover-up superhero paranormal phenomena,Ron Perlman Selma Blair Rupert Evans John Hurt Jeffrey Tambor,Guillermo del Toro,Revolution Studios Dark Horse Entertainment Lawrence Gordon Productions Starlite Films ,122,Fantasy Action Science Fiction,From the Dark Side to Our Side.,default_video.mp4,https://image.tmdb.org/t/p/w500//bk8LyaMqUtaQ9hUShuvFznQYQKR.jpg,0,1,5.0
531,A Civil Action,"Jan Schlickmann is a cynical lawyer who goes out to ""get rid of"" a case, only to find out it is potentially worth millions. The case becomes his obsession, to the extent that he is willing to give up everything - including his career and his clients' goals, in order to continue the case against all odds.",success advancement right and justice leukemia lawyer,John Travolta Robert Duvall Tony Shalhoub William H. Macy Zeljko Ivanek,Steven Zaillian,Paramount Pictures Wildwood Enterprises Touchstone Pictures ,115,Drama,Justice has its price.,default_video.mp4,https://image.tmdb.org/t/p/w500//6VsitR71vVKiGEDFPT71dKigbGN.jpg,0,1,5.0
532,ParaNorman,"In the town of Blithe Hollow, Norman Babcock is a boy who can speak to the dead, but no one besides his eccentric new friend, Neil, believes his ability is real. One day, Norman's estranged eccentric uncle tells him of an important annual ritual he must take up to protect the town from an curse cast by a witch it condemned centuries ago. Eventually, Norman decides to cooperate, but things don't go according to plan. Now, a magic storm of the witch threatens Blithe Hollow as the accursed dead rise. Together with unexpected new companions, Norman struggles to save his town, only to discover the horrific truth of the curse. With that insight, Norman must resolve the crisis for good as only he can.",medium stop motion curse jock ghost,Kodi Smit-McPhee Tucker Albrizzi Jodelle Ferland Anna Kendrick Casey Affleck,Sam Fell,Focus Features Laika Entertainment ,90,Family Animation Adventure Comedy,It's all fun and games until someone raises the dead.,default_video.mp4,https://image.tmdb.org/t/p/w500//9DZPtuYTKYxt6vzHvZ5FLThG4fl.jpg,0,1,5.0
533,The Jackal,"Hired by a powerful member of the Russian mafia to avenge an FBI sting that left his brother dead, the perfectionist Jackal proves an elusive target for the men charged with the task of bringing him down: a deputy FBI boss and a former IRA terrorist.",fbi cold war hitman,Bruce Willis Richard Gere Sidney Poitier Diane Venora J.K. Simmons,Michael Caton-Jones,Universal Pictures Toho-Towa Mutual Film Company Marubeni Tele München Fernseh Produktionsgesellschaft (TMG) Alphaville Films British Broadcasting Corporation (BBC) UGC PH Mel's Cite du Cinema ,124,Action Thriller Adventure Crime,How do you stop an assassin who has no identity?,default_video.mp4,https://image.tmdb.org/t/p/w500//wkLF73oenC1n1DDKKU7oyLKVcMa.jpg,0,1,5.0
534,Paycheck,"Michael Jennings is a genius who's hired – and paid handsomely – by high-tech firms to work on highly sensitive projects, after which his short-term memory is erased so he's incapable of breaching security. But at the end of a three-year job, he's told he isn't getting a paycheck and instead receives a mysterious envelope. In it are clues he must piece together to find out why he wasn't paid – and why he's now in hot water.",prophecy engineer scientist millionaire,Ben Affleck Aaron Eckhart Uma Thurman Paul Giamatti Colm Feore,John Woo,Paramount Pictures DreamWorks SKG Davis Entertainment Lion Rock Productions Province of British Columbia Film Incentive BC Solomon/Hackett Productions ,119,Action Adventure Mystery Science Fiction Thriller,Remember the future.,default_video.mp4,https://image.tmdb.org/t/p/w500//icoa6KslkhXKnxLreZ6vXnDimpQ.jpg,0,1,5.0
535,Up Close & Personal,"Tally Atwater has a dream: to be a prime-time network newscaster. She pursues this dream with nothing but ambition, raw talent and a homemade demo tape. Warren Justice is a brilliant, hard edged, veteran newsman. He sees Tally has talent and becomes her mentor. Tally’s career takes a meteoric rise and she and Warren fall in love. The romance that results is as intense and revealing as television news itself. Yet, each breaking story, every videotaped crisis that brings them together, also threatens to drive them apart...",miami television career vitamin b reporter,Robert Redford Michelle Pfeiffer Stockard Channing Joe Mantegna Kate Nelligan,Jon Avnet,Cinergi Pictures Entertainment Touchstone Pictures ,119,Drama Romance,"Every Day we Have, is One More Than We Deserve.",default_video.mp4,https://image.tmdb.org/t/p/w500//2yf1pCiQk6JMy4k5zxf39YXQxGB.jpg,0,1,5.0
536,The Tale of Despereaux,"Once upon a time... in the far away kingdom of Dor... lived a brave and virtuous mouse with comically oversized ears who dreamt of becoming a knight. Banished from his home for having such lofty ambitions, Despereaux sets off on an amazing adventure with his good-hearted rat friend Roscuro, who leads him, at long last, on a very noble quest to rescue an endangered princess and save an entire kingdom from darkness.",loyalty totalitarian regime mouse forgiveness honor,Matthew Broderick Dustin Hoffman Emma Watson Tracey Ullman Kevin Kline,Robert Stevenhagen,Larger Than Life Productions ,93,Adventure Animation Family,Small Mouse. Big Dreams,default_video.mp4,https://image.tmdb.org/t/p/w500//v7g38bMYiZBL6lged8Xe9jI9uDM.jpg,0,1,5.0
537,The Tuxedo,"Cabbie-turned-chauffeur Jimmy Tong learns there is really only one rule when you work for playboy millionaire Clark Devlin : Never touch Devlin's prized tuxedo. But when Devlin is temporarily put out of commission in an explosive accident, Jimmy puts on the tux and soon discovers that this extraordinary suit may be more black belt than black tie. Paired with a partner as inexperienced as he is, Jimmy becomes an unwitting secret agent.",bomb intelligence chauffeur wound secret agent,Jackie Chan Jennifer Love Hewitt Jason Isaacs Debi Mazar Ritchie Coster,Kevin Donovan,DreamWorks SKG Parkes+MacDonald Image Nation Blue Train Productions ,98,Thriller Action Comedy Science Fiction,Suit up for action!,default_video.mp4,https://image.tmdb.org/t/p/w500//2agrcNQRtgTsN5SbffC4H2BwYW2.jpg,0,1,5.0
538,Under Siege 2: Dark Territory,"A passenger train has been hijacked by an electronics expert and turned into an untraceable command center for a weapons satellite. He has planned to blow up Washington DC and only one man can stop him, former Navy SEAL Casey Ryback.",terrorist pentagon satellite navy seal train,Steven Seagal Eric Bogosian Everett McGill Katherine Heigl Morris Chestnut,Geoff Murphy,Regency Enterprises Warner Bros. Seagal/Nasso Productions Victor Company of Japan (JVC) Cutting Edge Films ,100,Action Thriller,Last time he rocked the boat. This time the sky's the limit.,default_video.mp4,https://image.tmdb.org/t/p/w500//gElwFCQTbSK5hdK0PVyia547nst.jpg,0,1,5.0
539,Jack Ryan: Shadow Recruit,"Jack Ryan, as a young covert CIA analyst, uncovers a Russian plot to crash the U.S. economy with a terrorist attack.",london england corruption cia terrorist sniper,Chris Pine Keira Knightley Kevin Costner Kenneth Branagh Lenn Kudrjawizki,Kenneth Branagh,Paramount Pictures Di Bonaventura Pictures Mace Neufeld Productions Skydance Productions Etalon film Buckaroo Entertainment ,105,Action Drama Thriller,Trust no one.,default_video.mp4,https://image.tmdb.org/t/p/w500//m7HcLUodrD4lM4s0Hui1tzO2pjO.jpg,0,1,5.0
540,Joy,A story based on the life of a struggling Long Island single mom who became one of the country's most successful entrepreneurs.,factory inventor strong woman biography based on true story,Jennifer Lawrence Bradley Cooper Robert De Niro Dascha Polanco Edgar Ram\u00edrez,David O. Russell,Fox 2000 Pictures Davis Entertainment Annapurna Pictures TSG Entertainment ,124,Drama Comedy,,default_video.mp4,https://image.tmdb.org/t/p/w500//drHYguFkQO4nQQFUhRYqIbl45oT.jpg,0,1,5.0
541,London Has Fallen,"In London for the Prime Minister's funeral, Mike Banning discovers a plot to assassinate all the attending world leaders.",london england terrorist terrorist attack,Gerard Butler Aaron Eckhart Morgan Freeman Angela Bassett Melissa Leo,Babak Najafi,Millennium Films LHF Film Gerard Butler Alan Siegel Entertainment Nu Boyana Film Studios ,99,Action Crime Thriller,The world's leaders have assembled. So have their enemies.,default_video.mp4,https://image.tmdb.org/t/p/w500//korY0GInEJThWEm23MRmErQ3GqT.jpg,0,1,5.0
542,Alien: Resurrection,"Two hundred years after Lt. Ripley died, a group of scientists clone her, hoping to breed the ultimate weapon. But the new Ripley is full of surprises … as are the new aliens. Ripley must team with a band of smugglers to keep the creatures from reaching Earth.",android mercenary dystopia sequel alien,Sigourney Weaver Winona Ryder Brad Dourif Ron Perlman Michael Wincott,Jean-Pierre Jeunet,Twentieth Century Fox Film Corporation Brandywine Productions ,109,Science Fiction Horror Action,It's already too late.,default_video.mp4,https://image.tmdb.org/t/p/w500//9aRDMlU5Zwpysilm0WCWzU2PCFv.jpg,0,1,5.0
543,Shooter,"A marksman living in exile is coaxed back into action after learning of a plot to kill the president. Ultimately double-crossed and framed for the attempt, he goes on the run to track the real killer and find out who exactly set him up, and why.",corruption sniper senator conspiracy of murder childlessness,Mark Wahlberg Michael Pe\u00f1a Danny Glover Kate Mara Elias Koteas,Antoine Fuqua,Paramount Pictures Di Bonaventura Pictures Grosvenor Park Impact Productions ,124,Action Drama Mystery Thriller Crime,Yesterday was about honor. Today is about justice.,default_video.mp4,https://image.tmdb.org/t/p/w500//tyRP8JedrDkPPvH3JxKYsdP2esu.jpg,0,1,5.0
544,The Boxtrolls,"An orphaned boy raised by underground creatures called Boxtrolls comes up from the sewers and out of his box to save his family and the town from the evil exterminator, Archibald Snatcher.",based on novel stop motion father daughter relationship unlikely friendship duringcreditsstinger,Ben Kingsley Isaac Hempstead-Wright Elle Fanning Dee Bradley Baker Toni Collette,Anthony Stacchi,Laika Entertainment ,97,Animation Comedy Family Fantasy,When troubles strikes friends stack together,default_video.mp4,https://image.tmdb.org/t/p/w500//npBf0yc5Gt7aAyyVOcYtFyT2IPa.jpg,0,1,5.0
545,Practical Magic,"Sally and Gillian Owens, born into a magical family, have mostly avoided witchcraft themselves. But when Gillian's vicious boyfriend, Jimmy Angelov, dies unexpectedly, the Owens sisters give themselves a crash course in hard magic. With policeman Gary Hallet growing suspicious, the girls struggle to resurrect Angelov -- and unwittingly inject his corpse with an evil spirit that threatens to end their family line.",witch magic sorcery love curse,Sandra Bullock Nicole Kidman Evan Rachel Wood Goran Visnjic Stockard Channing,Griffin Dunne,Village Roadshow Pictures DiNovi Pictures Fortis Films Warner Bros. Stargate Studios ,104,Drama Fantasy Comedy,"For two sisters from a family of witches, falling in love is the trickiest spell of all.",default_video.mp4,https://image.tmdb.org/t/p/w500//AwmToSgf2IL3aHv0QRVsR5KvChv.jpg,0,1,5.0
546,The Lego Movie,"An ordinary Lego mini-figure, mistakenly thought to be the extraordinary MasterBuilder, is recruited to join a quest to stop an evil Lego tyrant from gluing the universe together.",father son relationship creativity friendship part live action toys,Chris Pratt Will Ferrell Elizabeth Banks Will Arnett Nick Offerman,Phil Lord,Village Roadshow Pictures DC Comics Vertigo Entertainment Lin Pictures Warner Bros. Animation LEGO Warner Bros. Animal Logic Warner Animation Group RatPac-Dune Entertainment ,100,Adventure Animation Comedy Family Fantasy,The story of a nobody who saved everybody.,default_video.mp4,https://image.tmdb.org/t/p/w500//lbctonEnewCYZ4FYoTZhs8cidAl.jpg,0,1,5.0
547,Miss Congeniality 2: Armed and Fabulous,"After her triumph at the Miss United States pageant, FBI agent Gracie Hart becomes an overnight sensation -- and the new ""face of the FBI."" But it's time to spring into action again when the pageant's winner, Cheryl, and emcee, Stan, are abducted.",ransom press conference ship miss america fbi agent,Sandra Bullock Regina King Enrique Murciano William Shatner Eileen Brennan,John Pasquin,Village Roadshow Pictures Castle Rock Entertainment Fortis Films ,115,Action Comedy,You might feel a little prick,default_video.mp4,https://image.tmdb.org/t/p/w500//gcYoIHND3ugn2VH1cNHHNQasEyI.jpg,0,1,5.0
548,Reign of Fire,"In post-apocalyptic England, an American volunteer and a British survivor team up to fight off a brood of fire-breathing dragons seeking to return to global dominance after centuries of rest underground. The Brit -- leading a clan of survivors to hunt down the King of the Dragons -- has much at stake: His mother was killed by a dragon, but his love is still alive.",dragon evolution fire chief animated map theatre audience,Christian Bale Matthew McConaughey Izabella Scorupco Gerard Butler Alexander Siddig,Rob Bowman,The Zanuck Company Spyglass Entertainment World 2000 Entertainment Touchstone Pictures Tripod Entertainment ,101,Adventure Action Fantasy,Fight Fire With Fire,default_video.mp4,https://image.tmdb.org/t/p/w500//vZVXCj3jXzIPJUHLaQohzt2uTM3.jpg,0,1,5.0
549,Gangster Squad,"Los Angeles, 1949. Ruthless, Brooklyn-born mob king Mickey Cohen runs the show in this town, reaping the ill-gotten gains from the drugs, the guns, the prostitutes and — if he has his way — every wire bet placed west of Chicago. And he does it all with the protection of not only his own paid goons, but also the police and the politicians who are under his control. It’s enough to intimidate even the bravest, street-hardened cop… except, perhaps, for the small, secret crew of LAPD outsiders led by Sgt. John O’Mara and Jerry Wooters who come together to try to tear Cohen’s world apart.",los angeles gangster,Josh Brolin Ryan Gosling Nick Nolte Emma Stone Sean Penn,Ruben Fleischer,Village Roadshow Pictures Lin Pictures Warner Bros. Langley Park Production ,113,Crime Drama Action Thriller,No Names. No Badges. No Mercy.,default_video.mp4,https://image.tmdb.org/t/p/w500//s5DuUM5A49bgbh7zjH0oYJbCFCU.jpg,0,1,5.0
550,Year One,"When a couple of lazy hunter-gatherers are banished from their primitive village, they set off on an epic journey through the ancient world.",temple slavery stone age circumcision hebrews,Jack Black Michael Cera Olivia Wilde Oliver Platt David Cross,Harold Ramis,Columbia Pictures Ocean Pictures Apatow Productions ,97,Comedy Adventure,Meet your ancestors,default_video.mp4,https://image.tmdb.org/t/p/w500//thbOE3y9cXqRIeGYSyPP0nYFGz5.jpg,0,1,5.0
551,Invictus,"Newly elected President Nelson Mandela knows his nation remains racially and economically divided in the wake of apartheid. Believing he can bring his people together through the universal language of sport, Mandela rallies South Africa's rugby team as they make their historic run to the 1995 Rugby World Cup Championship match.",stadium south africa apartheid nelson mandela sport,Morgan Freeman Matt Damon Tony Kgoroge Patrick Mofokeng Matt Stern,Clint Eastwood,Spyglass Entertainment Malpaso Productions Revelations Entertainment Mace Neufeld Productions Warner Bros. Liberty Pictures (II) ,134,Drama History,His people needed a leader. He gave them a champion.,default_video.mp4,https://image.tmdb.org/t/p/w500//cNUoXM8dtg5mRt90GLrAHBP9IGE.jpg,0,1,5.0
552,State of Play,"Handsome, unflappable U.S. Congressman Stephen Collins is the future of his political party: an honorable appointee who serves as the chairman of a committee overseeing defense spending. All eyes are upon the rising star to be his party's contender for the upcoming presidential race. Until his research assistant/mistress is brutally murdered and buried secrets come tumbling out.",corruption assassination detective journalist assassin,Russell Crowe Ben Affleck Rachel McAdams Robin Wright Jason Bateman,Kevin Macdonald,Universal Pictures StudioCanal Andell Entertainment Relativity Media Working Title Films ,127,Action,Find The Truth,default_video.mp4,https://image.tmdb.org/t/p/w500//mWsfeSFUM3NxWa62UrA9IIn240B.jpg,0,1,5.0
553,Duplicity,Two romantically-engaged corporate spies team up to manipulate a corporate race to corner the market on a medical innovation that will reap huge profits and enable them to lead an extravagant lifestyle together.,spy,Clive Owen Julia Roberts Paul Giamatti Tom Wilkinson Lisa Roberts Gillan,Tony Gilroy,Universal Pictures Laura Bickford Productions Relativity Media Medienproduktion Poseidon Filmgesellschaft ,125,Romance Comedy Crime,Outwit. Outspy. Outsmart. Outplay. Then get out.,default_video.mp4,https://image.tmdb.org/t/p/w500//19tsTFFgCMaxrNiU5kbnqLDhgoJ.jpg,0,1,5.0
554,My Favorite Martian,"News producer, Tim O'Hara gets himself fired for unwillingly compromising his bosses' daughter during a live transmission. A little later, he witnesses the crashing of a small Martian spacecraft, realizing his one-time chance of delivering a story that will rock the earth. Since Tim took the original but scaled-down spaceship with him, the Martian follows him to retrieve it.",alien martian based on tv series fish out of water,Jeff Daniels Elizabeth Hurley Daryl Hannah Christopher Lloyd Wallace Shawn,Donald Petrie,Walt Disney Pictures ,94,Comedy Drama Family Science Fiction,The martian has landed. There goes the neighborhood.,default_video.mp4,https://image.tmdb.org/t/p/w500//pOp4xriDEFUy2uN0BfnHJcjzqWt.jpg,0,1,5.0
555,The Sentinel,A secret service agent is framed as the mole in an assassination attempt on the president. He must clear his name and foil another assassination attempt while on the run from a relentless FBI agent.,usa president agent,Michael Douglas Kiefer Sutherland Eva Longoria Martin Donovan Kim Basinger,Clark Johnson,Twentieth Century Fox Film Corporation Dune Entertainment Major Studio Partners Regency Enterprises Epsilon Motion Pictures New Regency Pictures Sentinel Productions Furthur Films ,108,Action Thriller Crime,"In 141 years, there's never been a traitor in the Secret Service.... Until Now.",default_video.mp4,https://image.tmdb.org/t/p/w500//wPFVeVYuFhCnnOAZZHpMROCbssE.jpg,0,1,5.0
556,Planet 51,"When Earth astronaut Capt. Chuck Baker arrives on Planet 51 -- a world reminiscent of American suburbia circa 1950 -- he tries to avoid capture, recover his spaceship and make it home safely, all with the help of an empathetic little green being.",flying saucer alien life-form spaceship alien alien planet,Dwayne Johnson Seann William Scott Jessica Biel Justin Long Gary Oldman,Jorge Blanco,TriStar Pictures Ilion Animation Studios Hand Made Films ,91,Science Fiction Animation Family Comedy Adventure,Something strange is coming to their planet...Us!,default_video.mp4,https://image.tmdb.org/t/p/w500//x7Itcg3ZdExKwdKguy73WPEqosW.jpg,0,1,5.0
557,Star Trek: Nemesis,"En route to the honeymoon of William Riker to Deanna Troi on her home planet of Betazed, Captain Jean-Luc Picard and the crew of the U.S.S. Enterprise receives word from Starfleet that a coup has resulted in the installation of a new Romulan political leader, Shinzon, who claims to seek peace with the human-backed United Federation of Planets. Once in enemy territory, the captain and his crew make a startling discovery: Shinzon is human, a slave from the Romulan sister planet of Remus, and has a secret, shocking relationship to Picard himself.",clone assassination ambush federation starfleet,Patrick Stewart Jonathan Frakes Brent Spiner LeVar Burton Michael Dorn,Stuart Baird,Paramount Pictures ,117,Science Fiction Action Adventure Thriller,A generation's final journey... begins.,default_video.mp4,https://image.tmdb.org/t/p/w500//cldAwhvBmOv9jrd3bXWuqRHoXyq.jpg,0,1,5.0
558,Intolerable Cruelty,A revenge-seeking gold digger marries a womanizing Beverly Hills lawyer with the intention of making a killing in the divorce.,california assassin infidelity fetish hitman,George Clooney Catherine Zeta-Jones Edward Herrmann Geoffrey Rush Richard Jenkins,Joel Coen,Imagine Entertainment Universal Pictures Mike Zoss Productions Alphaville Productions ,100,Crime Comedy Romance,They can't keep their hands off each others assets.,default_video.mp4,https://image.tmdb.org/t/p/w500//7K8hDwOWsZv0MluyrB8nWlhJOgB.jpg,0,1,5.0
559,Trouble with the Curve,"Slowed by age and failing eyesight, crack baseball scout Gus Lobel takes his grown daughter along as he checks out the final prospect of his career. Along the way, the two renew their bond, and she catches the eye of a young player-turned-scout.",women baseball pitcher home run aging,Clint Eastwood Amy Adams Justin Timberlake John Goodman Matthew Lillard,Robert Lorenz,Malpaso Productions Warner Bros. ,111,Drama Romance,Whatever Life Throws at You,default_video.mp4,https://image.tmdb.org/t/p/w500//zLZQVmxOj5kICbS5Pq7rB1cbPvP.jpg,0,1,5.0
560,Edge of Darkness,"As a seasoned homicide detective, Thomas Craven has seen the bleakest side of humanity. But nothing prepares him for the toughest investigation of his life: the search for his only daughter Emma's killer. Now, he is on a personal mission to uncover the disturbing secrets surrounding her murder, including corporate corruption, government collusion and Emma's own mysterious life.",murder violence death of daughter homicide detective,Mel Gibson Ray Winstone Danny Huston Shawn Roberts Denis O'Hare,Martin Campbell,Icon Productions BBC Films GK Films Warner Bros. ,117,Crime Drama Mystery Thriller,Some secrets take us to the edge.,default_video.mp4,https://image.tmdb.org/t/p/w500//pvHjp1vEFmp5FquSCPQ2O95tIZJ.jpg,0,1,5.0
561,The Relic,"A researcher at Chicago's Natural History Museum returns from South America with some crates containing his findings. When the crates arrive at the museum without the owner there appears to be very little inside. However, police discover gruesome murders on the cargo ship that brought the crates to the US and then another murder in the museum itself.",chicago based on novel monster museum pile of dead bodies,Penelope Ann Miller Tom Sizemore Linda Hunt James Whitmore Clayton Rohner,Peter Hyams,Paramount Pictures Universal Pictures Toho-Towa Mutual Film Company Pacific Western PolyGram Filmed Entertainment Marubeni Tele München Fernseh Produktionsgesellschaft (TMG) British Broadcasting Corporation (BBC) ,110,Horror Mystery Thriller,The Next Evolution In Terror.,default_video.mp4,https://image.tmdb.org/t/p/w500//3MpMbZTrXp6ccrir16nV7YTJ4vx.jpg,0,1,5.0
562,Analyze That,"The mafia's Paul Vitti is back in prison and will need some serious counseling when he gets out. Naturally, he returns to his analyst Dr. Ben Sobel for help and finds that Sobel needs some serious help himself as he has inherited the family practice, as well as an excess stock of stress.",prison gold therapist gangster,Robert De Niro Billy Crystal Lisa Kudrow Joe Viterelli Cathy Moriarty,Harold Ramis,Village Roadshow Pictures NPV Entertainment Warner Bros. Tribeca Productions Baltimore Spring Creek Pictures Face Productions ,96,Comedy Crime,Back in therapy,default_video.mp4,https://image.tmdb.org/t/p/w500//q3R6Hno3WFfIkHQg7CeVAEOcHQQ.jpg,0,1,5.0
563,Righteous Kill,"Two veteran New York City detectives work to identify the possible connection between a recent murder and a case they believe they solved years ago; is there a serial killer on the loose, and did they perhaps put the wrong person behind bars?",revenge murder plot twist dirty cop,Robert De Niro Carla Gugino 50 Cent Al Pacino Donnie Wahlberg,Jon Avnet,Grosvenor Park Media Ltd. InVenture Entertainment Millennium Films Emmett/Furla Films Nu-Image Films ,101,Action Crime Drama Thriller,Most people respect the badge. Everybody respects the gun.,default_video.mp4,https://image.tmdb.org/t/p/w500//riskU1joB032Dm1tPLPpDKzAbwi.jpg,0,1,5.0
564,Mercury Rising,"Renegade FBI agent Art Jeffries protects a nine-year-old autistic boy who has cracked the government's new ""unbreakable"" code.",assassin loss of family autism fbi bangkok,Bruce Willis Alec Baldwin Miko Hughes Chi McBride Kim Dickens,Harold Becker,Imagine Entertainment Universal Pictures ,111,Action Crime Drama Thriller,Someone knows too much.,default_video.mp4,https://image.tmdb.org/t/p/w500//60AAso6I2TzQCy2SjqtzPni8csA.jpg,0,1,5.0
565,The Soloist,"A Los Angeles journalist befriends a homeless Juilliard-trained musician, while looking for a new article for the paper.",newspaper cello musical violin los angeles,Robert Downey Jr. Jamie Foxx Catherine Keener Nelsan Ellis Michael Bunin,Joe Wright,DreamWorks Universal Pictures StudioCanal Participant Media Krasnoff Foster Productions Working Title Films ,109,Drama,Life has a mind of its own,default_video.mp4,https://image.tmdb.org/t/p/w500//fkIGMQ9kkVuuFoPSCKvvea9SLxd.jpg,0,1,5.0
566,The Legend of Bagger Vance,"World War I has left golfer Rannulph Junuh a poker-playing alcoholic, his perfect swing gone. Now, however, he needs to get it back to play in a tournament to save the financially ravaged golf course of a long-ago sweetheart. Help arrives in the form of mysterious caddy Bagger Vance.",competition world war i great depression caddy savannah,Matt Damon Bruce McGill Charlize Theron Will Smith Joel Gretsch,Robert Redford,DreamWorks SKG Twentieth Century Fox Film Corporation Wildwood Enterprises Epsilon Motion Pictures Allied Filmmakers ,126,Fantasy Drama,It Was Just A Moment Ago.,default_video.mp4,https://image.tmdb.org/t/p/w500//7jKjh9PZvHJYYtCycQmTbBoZVV4.jpg,0,1,5.0
